site_id,time,rh
584987,2023-08-27 16:50:00,78.5
584987,2023-08-27 17:00:00,79.0
584987,2023-08-27 17:10:00,79.5
584987,2023-08-27 17:20:00,80.0
584987,2023-08-27 17:30:00,80.5
584987,2023-08-27 17:40:00,81.0
584987,2023-08-27 17:50:00,81.5
584987,2023-08-27 18:00:00,82.0
584987,2023-08-27 18:10:00,82.66666666666667
584987,2023-08-27 18:20:00,83.33333333333333
584987,2023-08-27 18:30:00,84.0
584987,2023-08-27 18:40:00,84.66666666666667
584987,2023-08-27 18:50:00,85.33333333333333
584987,2023-08-27 19:00:00,86.0
584987,2023-08-27 19:10:00,86.5
584987,2023-08-27 19:20:00,87.0
584987,2023-08-27 19:30:00,87.5
584987,2023-08-27 19:40:00,88.0
584987,2023-08-27 19:50:00,88.5
584987,2023-08-27 20:00:00,89.0
584987,2023-08-27 20:10:00,88.33333333333333
584987,2023-08-27 20:20:00,87.66666666666667
584987,2023-08-27 20:30:00,87.0
584987,2023-08-27 20:40:00,86.33333333333333
584987,2023-08-27 20:50:00,85.66666666666667
584987,2023-08-27 21:00:00,85.0
584987,2023-08-27 21:10:00,83.0
584987,2023-08-27 21:20:00,81.0
584987,2023-08-27 21:30:00,79.0
584987,2023-08-27 21:40:00,77.0
584987,2023-08-27 21:50:00,75.0
584987,2023-08-27 22:00:00,73.0
584987,2023-08-27 22:10:00,70.5
584987,2023-08-27 22:20:00,68.0
584987,2023-08-27 22:30:00,65.5
584987,2023-08-27 22:40:00,63.0
584987,2023-08-27 22:50:00,60.5
584987,2023-08-27 23:00:00,58.0
584987,2023-08-27 23:10:00,55.833333333333336
584987,2023-08-27 23:20:00,53.666666666666664
584987,2023-08-27 23:30:00,51.5
584987,2023-08-27 23:40:00,49.333333333333336
584987,2023-08-27 23:50:00,47.166666666666664
584987,2023-08-28 00:00:00,45.0
584987,2023-08-28 00:10:00,43.0
584987,2023-08-28 00:20:00,41.0
584987,2023-08-28 00:30:00,39.0
584987,2023-08-28 00:40:00,37.0
584987,2023-08-28 00:50:00,35.0
584987,2023-08-28 01:00:00,33.0
584987,2023-08-28 01:10:00,31.5
584987,2023-08-28 01:20:00,30.0
584987,2023-08-28 01:30:00,28.5
584987,2023-08-28 01:40:00,27.0
584987,2023-08-28 01:50:00,25.5
584987,2023-08-28 02:00:00,24.0
584987,2023-08-28 02:10:00,23.333333333333332
584987,2023-08-28 02:20:00,22.666666666666668
584987,2023-08-28 02:30:00,22.0
584987,2023-08-28 02:40:00,21.333333333333332
584987,2023-08-28 02:50:00,20.666666666666668
584987,2023-08-28 03:00:00,20.0
584987,2023-08-28 03:10:00,20.0
584987,2023-08-28 03:20:00,20.0
584987,2023-08-28 03:30:00,20.0
584987,2023-08-28 03:40:00,20.0
584987,2023-08-28 03:50:00,20.0
584987,2023-08-28 04:00:00,20.0
584987,2023-08-28 04:10:00,20.833333333333332
584987,2023-08-28 04:20:00,21.666666666666668
584987,2023-08-28 04:30:00,22.5
584987,2023-08-28 04:40:00,23.333333333333332
584987,2023-08-28 04:50:00,24.166666666666668
584987,2023-08-28 05:00:00,25.0
584987,2023-08-28 05:10:00,25.833333333333332
584987,2023-08-28 05:20:00,26.666666666666668
584987,2023-08-28 05:30:00,27.5
584987,2023-08-28 05:40:00,28.333333333333332
584987,2023-08-28 05:50:00,29.166666666666668
584987,2023-08-28 06:00:00,30.0
584987,2023-08-28 06:10:00,30.833333333333332
584987,2023-08-28 06:20:00,31.666666666666668
584987,2023-08-28 06:30:00,32.5
584987,2023-08-28 06:40:00,33.333333333333336
584987,2023-08-28 06:50:00,34.166666666666664
584987,2023-08-28 07:00:00,35.0
584987,2023-08-28 07:10:00,36.0
584987,2023-08-28 07:20:00,37.0
584987,2023-08-28 07:30:00,38.0
584987,2023-08-28 07:40:00,39.0
584987,2023-08-28 07:50:00,40.0
584987,2023-08-28 08:00:00,41.0
584987,2023-08-28 08:10:00,42.166666666666664
584987,2023-08-28 08:20:00,43.333333333333336
584987,2023-08-28 08:30:00,44.5
584987,2023-08-28 08:40:00,45.666666666666664
584987,2023-08-28 08:50:00,46.833333333333336
584987,2023-08-28 09:00:00,48.0
584987,2023-08-28 09:10:00,48.833333333333336
584987,2023-08-28 09:20:00,49.666666666666664
584987,2023-08-28 09:30:00,50.5
584987,2023-08-28 09:40:00,51.333333333333336
584987,2023-08-28 09:50:00,52.166666666666664
584987,2023-08-28 10:00:00,53.0
584987,2023-08-28 10:10:00,54.0
584987,2023-08-28 10:20:00,55.0
584987,2023-08-28 10:30:00,56.0
584987,2023-08-28 10:40:00,57.0
584987,2023-08-28 10:50:00,58.0
584987,2023-08-28 11:00:00,59.0
584987,2023-08-28 11:10:00,59.833333333333336
584987,2023-08-28 11:20:00,60.666666666666664
584987,2023-08-28 11:30:00,61.5
584987,2023-08-28 11:40:00,62.333333333333336
584987,2023-08-28 11:50:00,63.166666666666664
584987,2023-08-28 12:00:00,64.0
584987,2023-08-28 12:10:00,65.0
584987,2023-08-28 12:20:00,66.0
584987,2023-08-28 12:30:00,67.0
584987,2023-08-28 12:40:00,68.0
584987,2023-08-28 12:50:00,69.0
584987,2023-08-28 13:00:00,70.0
584987,2023-08-28 13:10:00,70.83333333333333
584987,2023-08-28 13:20:00,71.66666666666667
584987,2023-08-28 13:30:00,72.5
584987,2023-08-28 13:40:00,73.33333333333333
584987,2023-08-28 13:50:00,74.16666666666667
584987,2023-08-28 14:00:00,75.0
